gene,accession,pdb,method,resolution,coverage
EGFR,P00533,2m0b,nmr,,634:677 
EGFR,P00533,2rf9,x-ray,3.5,699:749 753:871 874:983 701:734 739:748 755:863 868:871 874:985 
EGFR,P00533,2rfd,x-ray,3.6,703:749 875:990 1005:1018 874:990 1009:1018 
EGFR,P00533,2rfe,x-ray,2.9,875:983 992:1002 1010:1012 702:733 740:748 703:748 1008:1018 
EGFR,P00533,2rgp,x-ray,2.0,702:733 738:748 754:867 876:987 996:1003 1010:1016 
EGFR,P00533,3b2v,x-ray,3.3,263:637 
EGFR,P00533,3bel,x-ray,2.3,702:733 738:747 754:867 876:986 996:1002 1010:1015 
EGFR,P00533,3buo,x-ray,2.6,1064:1068 1070:1074 
EGFR,P00533,3g5v,x-ray,2.0,311:326 
EGFR,P00533,3g5y,x-ray,1.59,311:326 
EGFR,P00533,3gop,x-ray,2.8,676:719 724:736 754:857 876:985 994:1002 1009:1018 
EGFR,P00533,3gt8,x-ray,2.96,701:861 700:861 699:862 
EGFR,P00533,3ika,x-ray,2.9,1004:1020 864:987 993:1005 1010:1017 
EGFR,P00533,3lzb,x-ray,2.7,703:858 704:749 755:858 754:858 
EGFR,P00533,3ob2,x-ray,2.1,1064:1068 1071:1074 
EGFR,P00533,3op0,x-ray,2.52,51:53 1070:1075 
EGFR,P00533,3p0y,x-ray,1.8,334:527 
EGFR,P00533,3pfv,x-ray,2.27,51:53 1070:1075 1070:1076 
EGFR,P00533,3poz,x-ray,1.5,701:733 738:747 755:867 875:1003 1010:1017 
EGFR,P00533,3qwq,x-ray,2.75,26:638 
EGFR,P00533,3ug1,x-ray,2.75,724:746 1003:1018 
EGFR,P00533,3ug2,x-ray,2.5,724:746 1005:1018 
EGFR,P00533,3vjn,x-ray,2.34,724:747 1006:1018 
EGFR,P00533,3vjo,x-ray,2.64,696:720 723:746 750:985 1006:1018 
EGFR,P00533,3vrp,x-ray,1.52,52:53 1070:1074 
EGFR,P00533,3vrr,x-ray,2.0,52:53 1070:1074 
EGFR,P00533,3w2o,x-ray,2.35,1007:1017 
EGFR,P00533,3w2p,x-ray,2.05,1006:1018 
EGFR,P00533,3w2q,x-ray,2.2,1007:1017 
EGFR,P00533,3w2r,x-ray,2.05,876:985 995:1017 
EGFR,P00533,3w2s,x-ray,1.9,701:862 875:1019 
EGFR,P00533,3w32,x-ray,1.8,701:1017 
EGFR,P00533,3w33,x-ray,1.7,701:748 754:862 875:1003 1008:1018 
EGFR,P00533,4g5j,x-ray,2.8,696:720 725:746 757:1016 
EGFR,P00533,4g5p,x-ray,3.17,1009:1016 867:871 875:985 135:136 993:1003 1010:1018 
EGFR,P00533,4hjo,x-ray,2.75,703:733 
EGFR,P00533,4i21,x-ray,3.37,1015:1019 1010:1020 
EGFR,P00533,4i22,x-ray,1.71,700:748 
EGFR,P00533,4i23,x-ray,2.8,695:720 724:747 750:990 1006:1018 
EGFR,P00533,4i24,x-ray,1.8,700:747 876:1014 874:1014 
EGFR,P00533,4jq7,x-ray,2.73,696:984 1006:1019 
EGFR,P00533,4jq8,x-ray,2.83,696:984 1006:1019 
EGFR,P00533,4jr3,x-ray,2.7,696:984 1006:1019 
EGFR,P00533,4jrv,x-ray,2.8,696:747 751:984 1006:1019 
EGFR,P00533,4kro,x-ray,3.05,28:124 132:207 232:628 
EGFR,P00533,4krp,x-ray,2.82,28:156 232:636 
EGFR,P00533,4li5,x-ray,2.64,1008:1020 
EGFR,P00533,4ll0,x-ray,4.0,876:987 1004:1008 1010:1017 876:985 1011:1017 
EGFR,P00533,4lqm,x-ray,2.5,697:747 874:991 1000:1019 
EGFR,P00533,4r3p,x-ray,2.9,256:257 1006:1018 
EGFR,P00533,4r3r,x-ray,3.25,696:748 256:257 1006:1018 382:383 
EGFR,P00533,4r5s,x-ray,3.0,876:990 1005:1018 
EGFR,P00533,4riw,x-ray,3.1,688:871 
EGFR,P00533,4rix,x-ray,3.1,688:871 
EGFR,P00533,4riy,x-ray,2.98,688:871 
EGFR,P00533,4rj4,x-ray,2.78,697:746 876:998 1005:1018 
EGFR,P00533,4rj5,x-ray,3.1,697:746 876:998 1006:1019 
EGFR,P00533,4rj6,x-ray,2.7,697:746 876:998 1006:1018 
EGFR,P00533,4rj7,x-ray,2.55,697:746 876:997 1006:1018 
EGFR,P00533,4rj8,x-ray,2.5,697:747 876:998 1005:1018 
EGFR,P00533,4tks,x-ray,3.2,697:747 751:990 1004:1019 
EGFR,P00533,4uip,x-ray,2.95,26:637 
EGFR,P00533,4uv7,x-ray,2.1,25:170 188:637 
EGFR,P00533,4wd5,x-ray,3.3,1009:1021 27:28 869:987 993:1002 1009:1016 
EGFR,P00533,4wkq,x-ray,1.85,724:746 752:796 798:984 1007:1020 
EGFR,P00533,4wrg,x-ray,1.9,725:746 752:754 756:784 786:796 798:872 875:984 1007:1019 
EGFR,P00533,4zau,x-ray,2.8,698:746 756:862 866:872 875:984 1008:1017 
EGFR,P00533,4zjv,x-ray,2.7,703:736 738:985 703:733 738:747 751:982 
EGFR,P00533,4zse,x-ray,1.97,701:749 1010:1015 
EGFR,P00533,5c8k,x-ray,3.0,697:747 876:998 1004:1018 
EGFR,P00533,5c8m,x-ray,2.9,697:747 876:998 1004:1019 
EGFR,P00533,5c8n,x-ray,2.4,696:747 876:998 1006:1019 
EGFR,P00533,5cal,x-ray,2.7,697:747 876:998 1004:1018 
EGFR,P00533,5can,x-ray,2.8,696:747 876:998 1006:1019 
EGFR,P00533,5cao,x-ray,2.6,697:747 876:999 1004:1019 
EGFR,P00533,5cap,x-ray,2.4,876:1000 1006:1019 
EGFR,P00533,5caq,x-ray,2.5,697:747 876:998 1004:1018 
EGFR,P00533,5cas,x-ray,2.1,696:747 876:998 1007:1019 
EGFR,P00533,5cau,x-ray,2.25,696:747 876:998 1007:1018 
EGFR,P00533,5cav,x-ray,2.73,697:984 1003:1020 
EGFR,P00533,5cnn,x-ray,1.9,754:861 875:1014 
EGFR,P00533,5cno,x-ray,1.55,700:749 755:863 698:749 754:862 1013:1022 
EGFR,P00533,5czh,x-ray,2.8,1003:1018 
EGFR,P00533,5czi,x-ray,2.6,256:257 1006:1018 
EGFR,P00533,5edp,x-ray,2.9,697:747 875:997 1008:1018 
EGFR,P00533,5edq,x-ray,2.8,876:997 1006:1018 
EGFR,P00533,5edr,x-ray,2.6,697:747 876:998 1004:1018 
EGFR,P00533,5em5,x-ray,2.65,697:746 876:998 1004:1019 
EGFR,P00533,5em6,x-ray,2.78,697:747 876:998 1004:1019 
EGFR,P00533,5em7,x-ray,2.81,696:746 876:998 1006:1019 
EGFR,P00533,5em8,x-ray,2.8,696:746 750:864 867:990 1006:1018 
EGFR,P00533,5fed,x-ray,2.65,697:720 724:746 752:862 867:985 1007:1017 
EGFR,P00533,5fee,x-ray,2.7,868:985 1007:1018 
EGFR,P00533,5feq,x-ray,3.4,697:746 868:871 874:985 1007:1017 
EGFR,P00533,5gmp,x-ray,2.8,876:990 999:1019 
EGFR,P00533,5gnk,x-ray,1.8,876:985 
EGFR,P00533,5gty,x-ray,3.14,700:749 875:1014 701:749 876:1013 699:749 700:750 875:1011 1013:1016 877:1013 
EGFR,P00533,5gtz,x-ray,3.0,875:1020 
EGFR,P00533,5hcx,x-ray,2.6,696:747 876:997 1006:1018 
EGFR,P00533,5hcy,x-ray,2.46,696:747 876:998 1006:1019 
EGFR,P00533,5hcz,x-ray,2.62,696:747 876:998 1006:1019 
EGFR,P00533,5hg7,x-ray,1.85,702:748 
EGFR,P00533,5hg9,x-ray,2.15,702:748 
EGFR,P00533,5hib,x-ray,2.85,868:1001 1006:1018 
EGFR,P00533,5hic,x-ray,2.6,697:747 876:998 1004:1019 
EGFR,P00533,5j9y,x-ray,2.8,866:985 1006:1019 
EGFR,P00533,5j9z,x-ray,2.5,876:987 1007:1020 
EGFR,P00533,5jeb,x-ray,3.3,699:748 
EGFR,P00533,5lv6,nmr,,634:677 
EGFR,P00533,5ug8,x-ray,1.46,702:748 
EGFR,P00533,5ug9,x-ray,1.33,702:748 
EGFR,P00533,5ugb,x-ray,2.53,695:747 750:990 1006:1018 
EGFR,P00533,5ugc,x-ray,1.58,702:748 
EGFR,P00533,5wb7,x-ray,2.94,26:525 26:524 
EGFR,P00533,5wb8,x-ray,3.0,27:126 25:183 
EGFR,P00533,5x26,x-ray,2.95,876:990 1004:1020 
EGFR,P00533,5x27,x-ray,2.95,876:990 1004:1020 
EGFR,P00533,5x28,x-ray,2.95,876:992 998:1020 
EGFR,P00533,5x2a,x-ray,1.85,60:61 989:1022 701:749 1010:1014 
EGFR,P00533,5x2f,x-ray,2.2,1010:1014 1009:1014 
EGFR,P00533,5x2k,x-ray,3.2,696:747 873:990 994:1020 
EGFR,P00533,5xdk,x-ray,2.35,696:748 1006:1018 
EGFR,P00533,5xdl,x-ray,2.7,696:746 877:990 1005:1018 
EGFR,P00533,5xgm,x-ray,2.95,696:722 724:748 875:987 135:136 1006:1019 
EGFR,P00533,5xgn,x-ray,3.0,1011:1020 697:733 866:987 991:1002 1010:1019 
EGFR,P00533,5xwd,x-ray,2.89,28:638 
EGFR,P00533,5y25,x-ray,3.1,876:997 1008:1017 
EGFR,P00533,5y9t,x-ray,3.25,697:748 1007:1020 
EGFR,P00533,5yu9,x-ray,1.95,700:749 875:1017 699:749 876:1011 697:749 875:1007 1011:1021 876:1012 
EGFR,P00533,5zto,x-ray,2.65,697:747 877:998 1007:1017 
EGFR,P00533,6d8e,x-ray,2.54,696:748 753:864 868:872 875:984 987:991 1001:1019 
EGFR,P00533,6jrj,x-ray,2.94,696:747 877:990 1007:1018 
EGFR,P00533,6jrk,x-ray,2.8,696:747 756:860 876:987 1005:1018 
EGFR,P00533,6jrx,x-ray,2.2,868:987 1007:1017 
EGFR,P00533,6jwl,x-ray,2.55,873:1020 
EGFR,P00533,6jx4,x-ray,2.53,875:1018 
EGFR,P00533,6jxt,x-ray,2.31,697:749 752:864 875:984 
EGFR,P00533,6jz0,x-ray,2.86,696:748 750:988 1001:1019 
EGFR,P00533,6lub,x-ray,2.32,696:721 725:746 1006:1018 
EGFR,P00533,6lud,x-ray,2.05,696:747 1000:1018 
EGFR,P00533,6p1l,x-ray,2.8,701:750 702:748 1009:1015 
EGFR,P00533,6s89,x-ray,2.7,997:1017 
EGFR,P00533,6s8a,x-ray,2.6,995:1018 
EGFR,P00533,6s9b,x-ray,3.25,697:746 875:990 1008:1019 
EGFR,P00533,6s9c,x-ray,2.73,875:992 1004:1019 
EGFR,P00533,6s9d,x-ray,2.67,874:994 1006:1017 
EGFR,P00533,6tfu,x-ray,2.0,700:733 700:721 723:749 
EGFR,P00533,6tfv,x-ray,1.5,700:752 698:750 
EGFR,P00533,6tfw,x-ray,2.0,700:750 700:751 
EGFR,P00533,6tfy,x-ray,1.7,699:751 699:750 
EGFR,P00533,6tfz,x-ray,1.8,701:752 
EGFR,P00533,6tg0,x-ray,1.5,700:752 
EGFR,P00533,6v6k,x-ray,2.2,987:1014 
EGFR,P00533,6v6o,x-ray,2.1,60:61 988:1014 
EGFR,P00533,6vh4,x-ray,2.8,696:747 753:864 868:984 1006:1019 
EGFR,P00533,6vhn,x-ray,2.4,696:746 752:862 876:984 1005:1019 
EGFR,P00533,6vhp,x-ray,3.6,696:864 868:872 875:984 987:991 1001:1019 
EGFR,P00533,6wa2,x-ray,2.4,986:1014 701:748 
EGFR,P00533,6wak,x-ray,2.4,701:750 1011:1013 
EGFR,P00533,6wxn,x-ray,1.76,702:750 1011:1014 1010:1014 992:1008 1014:1021 701:720 725:747 752:782 
EGFR,P00533,6xl4,x-ray,2.06,700:751 700:749 
EGFR,P00533,6z4b,x-ray,2.5,699:720 724:733 
EGFR,P00533,6z4d,x-ray,2.0,701:752 
EGFR,P00533,7a2a,x-ray,1.9,700:752 
EGFR,P00533,7aei,x-ray,2.65,697:747 750:990 996:1018 
EGFR,P00533,7aem,x-ray,2.65,695:747 750:990 1001:1018 
EGFR,P00533,7jxi,x-ray,3.0,702:751 700:749 989:1007 702:748 990:1004 
EGFR,P00533,7jxk,x-ray,3.1,990:1007 
EGFR,P00533,7jxl,x-ray,2.4,701:749 700:749 991:1005 
EGFR,P00533,7jxm,x-ray,2.19,700:748 990:1007 702:749 
EGFR,P00533,7jxp,x-ray,2.16,990:1007 
EGFR,P00533,7jxw,x-ray,2.5,700:747 
EGFR,P00533,7k1i,x-ray,3.2,876:886 
EGFR,P00533,7lgs,x-ray,3.1,702:733 701:747 701:734 740:747 
EGFR,P00533,7oxb,x-ray,2.56,870:990 1002:1019 
